Ad?,Company Name,Stars,Phone Number,Yelp URL,Email,Street Address,City,State,ZIP,Exception,Company URL,Submission,Email Address
Natural,Ellsworth Plastic Surgery,5,(832) 522-8408,http://yelp.com/biz/ellsworth-plastic-surgery-houston,,"Methodist West Houston Hospital18400 Katy Fwy, Ste 500",Houston,TX,77094,,http://www.ellsworthplasticsurgery.com,,
Natural,The Aesthetic Center for Plastic Surgery,3.5,(713) 799-9999,http://yelp.com/biz/the-aesthetic-center-for-plastic-surgery-houston,,12727 Kimberley LnSte 300,Houston,TX,77024,,http://www.mybeautifulbody.com/,,
Natural,Athre Facial Plastics,4,(281) 557-3223,http://yelp.com/biz/athre-facial-plastics-houston,,2121 Sage RdSte 245,Houston,TX,77057,,http://www.athrefacialplastics.com,,
Natural,The Laser & Cosmetic Surgery Center of Houston,5,(713) 622-1720,http://yelp.com/biz/the-laser-and-cosmetic-surgery-center-of-houston-houston,,3700 Buffalo SpeedwaySte 700,Houston,TX,77098,,http://www.lasercosmetic.com,,
Natural,Memorial Plastic Surgery,5,(713) 633-4411,http://yelp.com/biz/memorial-plastic-surgery-houston,,929 Gessner RdSte 2250,Houston,TX,77024,,http://www.memorialplasticsurgery.com/,,
Natural,"Layton Ernest, MD",5,(713) 337-5277,http://yelp.com/biz/layton-ernest-md-houston,,929 GessnerSte. 2200,Houston,TX,77024,,http://www.drernestlayton.com/,,
Natural,McHugh Plastic Surgery,4.5,(281) 444-3733,http://yelp.com/biz/mchugh-p-thomas-md-the-woodlands,,26511 Interstate 45 N,The Woodlands,TX,77380,,http://mchughplasticsurgery.com,,
Natural,Bancroft Feldman Plastic Surgery,5,(281) 313-0540,http://yelp.com/biz/bancroft-feldman-plastic-surgery-sugar-land,,4690 Sweetwater Blvd.Suite 140,Sugar Land,TX,77479,,http://www.bancroftfeldman.com,,
Natural,Utopia Plastic Surgery & Med Spa,2,(713) 622-2277,http://yelp.com/biz/utopia-plastic-surgery-and-med-spa-houston,,1121-16 Uptown Park Blvd,Houston,TX,77056,,http://www.plasticsurgeryrose.com/,,
Natural,Sukkar Aesthetic Plastic Surgery,4.5,(281) 940-1535,http://yelp.com/biz/sukkar-aesthetic-plastic-surgery-houston,,1616 Clear Lake City BlvdSte 102,Houston,TX,77062,,http://www.drsukkar.com,,
Natural,Winds Of Change,4,(281) 894-9990,http://yelp.com/biz/winds-of-change-cosmetic-surgery-specialists-houston,,12827 Jones Road,Houston,TX,77070,,http://drsumpter.com/,,
Natural,"Donna C Rich, MD",5,(281) 286-1000,http://yelp.com/biz/donna-c-rich-md-webster,,Bayview Plastic Surgery300 E Medical Center Blvd,Webster,TX,77598,,http://www.donnarichmd.com,,
Natural,De La Cruz Plastic Surgery,N/A,(832) 520-1844,http://yelp.com/biz/de-la-cruz-plastic-surgery-houston,,1980 Post Oak BlvdSte 1500,Houston,TX,77056,,http://www.delacruzplasticsurgery.com,,
Natural,River Oaks Plastic Surgery Center,4,(713) 522-8228,http://yelp.com/biz/river-oaks-plastic-surgery-center-houston,,2707 Ferndale St,Houston,TX,77098,,http://www.ropsc.com/,,
Natural,"Thomas C Wiener, MD",1.5,(281) 488-5795,http://yelp.com/biz/thomas-c-wiener-md-houston,,2323 Clear Lake City BlvdSte 152,Houston,TX,77062,,http://www.plasticsurgery-houston.com/,,
Natural,Integrated Plastic Surgery,5,(281) 404-5454,http://yelp.com/biz/integrated-plastic-surgery-houston,,17115 Red Oak DrSte 210,Houston,TX,77090,,http://www.integratedplasticsurgery.com/,,
Natural,"Russell W Kridel, MD",5,(713) 526-5665,http://yelp.com/biz/russell-w-kridel-md-houston,,6655 Travis StSte 900,Houston,TX,77030,,http://www.todaysface.com,,
Natural,Rodriguez Rejuvenation,5,(713) 523-2500,http://yelp.com/biz/rodriguez-rejuvenation-houston-3,,1315 St. Joseph PkwySte 1107,Houston,TX,77002,,http://www.rodriguezrejuvenation.com/,,
Natural,Hanh Phuoc Cosmetic,5,(713) 790-0998,http://yelp.com/biz/hanh-phuoc-cosmetic-houston,,6156 Richmond Ave,Houston,TX,77057,,http://hanhphuoc.com,,
Natural,Capriotti Cosmetic Surgery Center,3,(713) 674-7201,http://yelp.com/biz/capriotti-cosmetic-surgery-center-houston,,2530 W Holcombe Blvd,Houston,TX,77030,,http://www.drcapriotti.com,,
Natural,"Michael L Eisemann, ___â€°_«_„__¥_µ__MD PA",2.5,(713) 790-1771,http://yelp.com/biz/michael-l-eisemann-md-pa-houston,,6550 Fannin StSte 2119,Houston,TX,77030,,http://www.cosmeticsurgeryhouston.com/,,
Natural,Body by Ravi,5,(281) 242-1061,http://yelp.com/biz/body-by-ravi-sugar-land,,3531 Town Center Blvd SouthSuite 102,Sugar Land,TX,77479,,http://www.aestheticsurgerysugarland.com/,,
Natural,SunCoast Plastic Surgery,N/A,(832) 398-0112,http://yelp.com/biz/suncoast-plastic-surgery-friendswood,,400 W Parkwood AveSte 116,Friendswood,TX,77546,,http://www.suncoastplasticsurgery.net,,
Natural,Sugar Land Face & Body Plastic Surgery,4,(281) 313-0555,http://yelp.com/biz/sugar-land-face-and-body-plastic-surgery-sugar-land,,16926 SW Frwy,Sugar Land,TX,77479,,http://BeautyBecomesYou.com,,
Natural,Texas Vein & Cosmetic Specialists,5,(713) 461-4945,http://yelp.com/biz/texas-vein-and-cosmetic-specialists-houston-2,,13254 Forkland Dr,Houston,TX,77077,,http://txvein.com,,
Natural,"Advanced Dermatology and Skin Care, PA",3.5,(281) 392-3803,http://yelp.com/biz/advanced-dermatology-and-skin-care-pa-katy-2,,430 S Mason RdSte 101,Katy,TX,77450,,http://www.advanceddermatologymd.com,,
Natural,Berzin Edward MD,5,(713) 722-0111,http://yelp.com/biz/berzin-edward-md-houston-2,,6560 Fannin St,Houston,TX,77030,,http://www.drberzin.com,,
Natural,Rejuvenus Aesthetics,1,(713) 234-6244,http://yelp.com/biz/rejuvenus-aesthetics-houston,,2425 W Loop SSte 851,Houston,TX,77027,,http://www.rejuvenusaesthetics.com/,,
Natural,"James Tang, MD",4,(281) 955-0115,http://yelp.com/biz/james-tang-md-houston,,"Cy Fair Plastic Surgery 11302 Fallbrook Dr, Ste 304",Houston,TX,77065,,http://www.cyfairplasticsurgery.org,,
Natural,"Robert Kratschmer, MD",1,(281) 317-8179,http://yelp.com/biz/robert-kratschmer-md-pearland,,2620 Cullen BlvdSte. 202,Pearland,TX,77581,,http://www.MySurgeonForBeauty.com,,
Natural,Reger Vein & Skin Specialists,5,(832) 585-0090,http://yelp.com/biz/gregg-reger-md-the-woodlands,,9004 Forest Crossing DrSuite D,The Woodlands,TX,77381,,http://veinandlaser.org/,,
Natural,DermSurgery Associates,4,(713) 791-9966,http://yelp.com/biz/derm-surgery-associates-houston,,"7515 South Main, Suite 240",Houston,TX,77030,,http://dermsurgery.org/,,
Natural,Advanced Dermatology,2,(281) 412-6262,http://yelp.com/biz/advanced-dermatology-pearland,,2950 Cullen PkwySte 102,Pearland,TX,77584,,http://advanceddermatologymd.com/,,
Natural,Houston Liposuction Center,N/A,(713) 777-5476,http://yelp.com/biz/houston-liposuction-center-houston,,1961 West TC Jester #102,Houston,TX,77008,,http://www.houstonliposuction.com/,,
Natural,"Paul F. Fortes, MD",3,(713) 354-5123,http://yelp.com/biz/paul-f-fortes-md-houston,,12727 Kimberley LnSte 300,Houston,TX,77024,,http://www.DrFortes.com,,
Natural,"Philip J Straka, MD",5,(281) 540-8044,http://yelp.com/biz/philip-j-straka-md-kingwood,,19701 Kingwood DrBldg 2,Kingwood,TX,77339,,http://www.drstraka.com/,,
Natural,Pisarski Gregory MD,N/A,(281) 598-6808,http://yelp.com/biz/pisarski-gregory-md-pearland,,10905 Memorial Hermann DrSte 207,Pearland,TX,77584,,http://www.pisarskimd.com,,
Natural,Elite Medical Skin & Laser Center,2.5,(281) 214-7777,http://yelp.com/biz/elite-medical-skin-and-laser-center-spring-2,,635 Rayford Rd. Suite C,Spring,TX,77386,,http://www.myeliteskin.com/,,
Natural,Signature Plastic Surgery,N/A,(281) 980-0999,http://yelp.com/biz/signature-plastic-surgery-sugar-land,,1111 Hwy 6Ste 174,Sugar Land,TX,77478,,http://www.signatureplasticsurgery.com/,,
Natural,Avante Plastic Surgery,N/A,(281) 265-2639,http://yelp.com/biz/avante-plastic-surgery-sugar-land,,1112 Soldiers Field,Sugar Land,TX,77479,,http://www.avanteplasticsurgery.com,,
Natural,"Leo Lapuerta, MD Plastic Surgery",1,(281) 724-5859,http://yelp.com/biz/leo-lapuerta-md-facs-pearland,,2360 County Road 94 #104,Pearland,TX,77584,,http://lookyounger.net/Pearland-TX-Plastic-Surgery?utm_source=yext,,
Natural,"Gregory Pisarski, M.D.",N/A,(979) 297-9289,http://yelp.com/biz/gulf-coast-plastic-surgery-lake-jackson,,10905 Memorial HermannSuite #207,Pearland,TX,77584,,http://houstongeneralplasticsurgery.com,,
Natural,Norris Plastic Surgery,N/A,(713) 383-6400,http://yelp.com/biz/norris-plastic-surgery-houston,,6400 Fannin StSte 2130,Houston,TX,77030,,http://www.norrisplasticsurgeryhouston.com,,
Natural,Divinity Med Spa & Wellness,4,(281) 993-4999,http://yelp.com/biz/divinity-med-spa-and-wellness-friendswood,,400 W Parkwood AveSte 116,Friendswood,TX,77546,,http://www.divinitymedspa.com/,,
Natural,Texas Facial Plastic Surgery,N/A,(713) 791-1515,http://yelp.com/biz/texas-facial-plastic-surgery-houston,,7400 Fannin St,Houston,TX,77054,,http://www.texasfps.com,,
Natural,The Lipo and Laser Center - Galleria,N/A,(281) 319-5476,http://yelp.com/biz/the-lipo-and-laser-center-galleria-houston,,2425 W Loop SSte 231,Houston,TX,77027,,http://www.lipoandlaser.com/,,
Natural,Arocha Hair Restoration,1,(713) 526-4247,http://yelp.com/biz/arocha-hair-restoration-houston-6,,3005 Huldy St,Houston,TX,77098,,http://www.arochahairrestoration.com/,,
Natural,"Andrew Lyos, MD FACS",N/A,(713) 799-8989,http://yelp.com/biz/andrew-lyos-md-facs-houston-2,,6560 Fannin StSte 1530,Houston,TX,77030,,http://www.lyosmd.com/,,
Natural,Premier Plastic Surgery,N/A,(832) 431-5296,http://yelp.com/biz/premier-plastic-surgery-houston,,2525 W BellfortSte 160,Houston,TX,77054,,http://www.premierplasticsurgerytx.com,,
Natural,Gallas Plastic Surgery and Vein Center,N/A,(281) 646-1114,http://yelp.com/biz/gallas-plastic-surgery-and-vein-center-katy,,21300 Provincial Blvd,Katy,TX,77450,,http://www.gallasplasticsurgery.com,,
Natural,"Houston Plastic Surgery: Azita Madjidi, MD",N/A,(713) 797-1000,http://yelp.com/biz/azita-madjidi-md-houston,,6624 Fannin StSte 2390,Houston,TX,77030,,http://www.drazitamadjidi.com,,
Natural,Cosmetic Surgery Associates,5,(713) 661-5255,http://yelp.com/biz/cosmetic-surgery-associates-houston-2,,2530 W Holcombe Blvd,Houston,TX,77030,,http://www.beauty-surgeon.com,,
Natural,Houston Surgical Specialists,N/A,(713) 993-7124,http://yelp.com/biz/houston-surgical-specialists-houston,,3429 W Holcombe Blvd,Houston,TX,77025,,http://www.doctormarvin.com/,,
Natural,"Bruce K Smith, MD",5,(713) 659-2700,http://yelp.com/biz/bruce-k-smith-md-houston,,1315 St Joseph PkwySte 940,Houston,TX,77002,,http://www.smithplasticsurgery.com,,
Natural,Houston Oculofacial Plastic Surgery,N/A,(713) 668-1264,http://yelp.com/biz/houston-oculofacial-plastic-surgery-bellaire-2,,4747 Bellaire BlvdSte 347,Bellaire,TX,77401,,http://houstonoculofacial.com/,,
Natural,Yuksel Eser MD,5,(713) 798-8074,http://yelp.com/biz/yuksel-eser-md-houston,,6624 Fannin St Ste 2260,Houston,TX,77030,,http://www.lipsuspension.com,,
Natural,Facial Plastic Surgery Associates,N/A,(832) 981-7747,http://yelp.com/biz/facial-plastic-surgery-associates-houston,,6655 Travis StreetSuite 900,Houston,TX,77030,,http://todaysface.com/?utm_source=yext%2B,,
Natural,Houston Oral Surgery & Dental Implant Center,N/A,(713) 790-6477,http://yelp.com/biz/houston-oral-surgery-and-dental-implant-center-houston,,6560 Fannin StSte 1522,Houston,TX,77030,,http://houstonoralsurgery.com,,
Natural,Aldona J. Spiegel MD,N/A,(713) 441-6102,http://yelp.com/biz/aldona-j-spiegel-md-houston,,6560 FanninSte 2200,Houston,TX,77030,,http://www.breastrestoration.org,,
Natural,ENTAC Houston,N/A,(713) 621-2556,http://yelp.com/biz/entac-houston-houston,,4126 Southwest FwySte 1210,Houston,TX,77027,,http://www.entachouston.com,,
Natural,LoveThisNewBody,N/A,(281) 803-9646,http://yelp.com/biz/lovethisnewbody-houston,,5635 Lymbar Dr,Houston,TX,77096,,http://www.lovethisnewbody.com,,
Natural,"Erika Sato, MD",N/A,(713) 791-0700,http://yelp.com/biz/erika-sato-md-houston,,6400 Fannin StSte 2290,Houston,TX,77030,,http://www.houstonbeautifulbody.com/dr-sato/,,
Natural,Houston Oculoplastic,N/A,(832) 868-3938,http://yelp.com/biz/houston-oculoplastic-houston-2,,6400 Fannin StreetSuite 2220,Houston,TX,77030,,http://houstoneyelidplasticsurgery.com,,
Natural,Plastic Eye Surgery Associates,5,(713) 795-0705,http://yelp.com/biz/plastic-eye-surgery-associates-houston,,3730 Kirby DrSte 900,Houston,TX,77098,,http://www.plasticeyesurgery.com,,
Natural,"Sanaz Harirchian, MD",N/A,(713) 794-0368,http://yelp.com/biz/sanaz-harirchian-md-houston,,"1200 Binz St, Suite 1200",Houston,TX,77004,,http://www.shfacialplastics.com,,
Natural,"Michael J. Streitmann, MD FACS",N/A,(713) 667-4600,http://yelp.com/biz/michael-j-streitmann-md-facs-houston,,5009 Caroline St,Houston,TX,77004,,http://houstonplasticsurgery.net,,
Natural,"E. Fred Aguilar, MD",N/A,(713) 766-5384,http://yelp.com/biz/e-fred-aguilar-md-houston,,2414 Sunset Blvd,Houston,TX,77005,,http://houstoncosmeticsurgerydoctor.com/,,
Natural,"Fred Aguilar, MD",N/A,(713) 521-2414,http://yelp.com/biz/fred-aguilar-md-houston-3,,5020 Montrose BlvdSte 100,Houston,TX,77006,,http://www.houstonbodydoctor.com,,
Natural,Vein Center Houston,N/A,(713) 349-8346,http://yelp.com/biz/vein-center-houston-houston,,5585 Weslayan St,Houston,TX,77005,,http://www.veincenterhouston.com,,
Natural,"Haresh Yalamanchili, MD",N/A,(713) 978-7878,http://yelp.com/biz/haresh-yalamanchili-md-houston-5,,7700 San Felipe StSte 280,Houston,TX,77063,,http://www.belagecenter.com,,
Natural,"Michel Siegel, MD",N/A,(832) 358-3223,http://yelp.com/biz/michel-siegel-md-houston-3,,7700 San FelipeSte 420,Houston,TX,77063,,http://www.houstonfaces.com/,,
Natural,Lou Plastic Surgery,1,(713) 932-7290,http://yelp.com/biz/lou-plastic-surgery-houston,,915 Gessner RdSte 470,Houston,TX,77024,,http://www.louplasticsurgery.com,,
Natural,Ics-Institute of Cosmetic Surgery,1,(713) 621-6655,http://yelp.com/biz/ics-institute-of-cosmetic-surgery-houston,,4126 Southwest Fwy,Houston,TX,77027,,http://www.icsbyfustok.com/,,
Natural,Plastic Surgery Arts Center,N/A,(281) 338-2766,http://yelp.com/biz/plastic-surgery-arts-center-webster,,333 N Texas Ave Ste 2200Ste 2200,Webster,TX,77598,,http://plasticsurgeryartscenter.com/,,
Natural,"Richard K Vanik, MD",N/A,(713) 981-7900,http://yelp.com/biz/richard-k-vanik-md-houston,,7777 Southwest FwySte 500,Houston,TX,77074,,http://www.drvanik.com/,,
Natural,"John H Roff, MD FACS",N/A,(281) 807-6676,http://yelp.com/biz/john-h-roff-md-facs-houston,,18220 State Hwy 249Ste 320,Houston,TX,77070,,http://www.johnhroffmd.com,,
Natural,Morales Plastic Surgery,N/A,(832) 981-7744,http://yelp.com/biz/morales-plastic-surgery-houston,,4400 Post Oak PkwySte 2260,Houston,TX,77027,,http://www.drmorales.com,,
Natural,The Vein Specialist Of Houston,1,(832) 371-6645,http://yelp.com/biz/the-vein-specialist-of-houston-houston-3,,1631 N Lp WSte 610,Houston,TX,77008,,http://www.veinsofhouston.com,,
Natural,Excel Center Sugar Land,N/A,(281) 207-0650,http://yelp.com/biz/excel-center-sugar-land,,14859 Southwest FreewaySuite C-301,Sugar Land,TX,77478,,http://www.excelcenterhouston.com/,,
Natural,"Dickinson OBGYN Association, PA",N/A,(281) 334-6875,http://yelp.com/biz/dickinson-obgyn-association-pa-webster,,450 Medical Center Blvd.Suite 202,Webster,TX,77598,,http://www.drvandaele.com,,
Natural,Allergy & Asthma Associates,3,(713) 461-6711,http://yelp.com/biz/allergy-and-asthma-associates-houston,,650 W Bough LnSte 164,Houston,TX,77024,,http://www.texallergy.com,,
Natural,"Christopher K Patronella, MD, FACS, FICS",N/A,(832) 975-1433,http://yelp.com/biz/christopher-k-patronella-md-facs-fics-houston,,12727 Kimberley LnSte 300,Houston,TX,77024,,http://www.patronellamd.com,,
Natural,Houston Cosmetic Surgery Center,N/A,(281) 453-5100,http://yelp.com/biz/houston-cosmetic-surgery-center-houston,,12814 Willow Centre Dr,Houston,TX,77066,,http://cosmeticsurgerytx-hub.com,,
Natural,"Mark Barlow, MD",N/A,(281) 333-8999,http://yelp.com/biz/mark-barlow-md-houston,,2060 Space Park Dr.Suite 310,Houston,TX,77058,,http://www.drmarkbarlow.com/,,
Natural,Memorial Hermann Medical Group,1,(281) 342-6006,http://yelp.com/biz/memorial-hermann-medical-group-rosenberg,,2520 B F Terry Blvd,Rosenberg,TX,77471,,http://mhmg.memorialhermann.org/,,
Natural,Royal Dental,1.5,(281) 839-0532,http://yelp.com/biz/royal-dental-baytown,,6644 Garth Rd,Baytown,TX,77521,,http://www.royaldentalusa.com,,
Natural,SGK Plastic Surgery,N/A,(281) 363-4546,http://yelp.com/biz/sgk-plastic-surgery-the-woodlands,,4185 Technology Forest BlvdSte 150,The Woodlands,TX,77381,,http://www.drkimplasticsurgery.com/,,
Natural,"David A Lee, MD",N/A,(713) 795-5584,http://yelp.com/biz/david-a-lee-md-houston,,"Plastic Surgery Houston Association6560 Fannin St, Ste 1760",Houston,TX,77030,,http://www.cosmeticplastic.com,,
Natural,"Christopher K Livingston, MD",N/A,(281) 501-1812,http://yelp.com/biz/christopher-k-livingston-md-houston,,6410 FanninSte 927,Houston,TX,77030,,http://www.drchrislivingston.com,,
Natural,Cosmetic Surgery Affiliates,N/A,(713) 850-0023,http://yelp.com/biz/cosmetic-surgery-affiliates-houston-2,,4314 Yoakum Blvd,Houston,TX,77006,,http://healthseakers.com/,,
Natural,Mommy Makeover,N/A,(281) 444-4152,http://yelp.com/biz/mommy-makeover-spring,,15814 Champion ForestSte 197,Spring,TX,77027,,http://perfectmommymakeover.com/tx/houston/mommy-makeover-houston/,,
Natural,Center For Beautiful Bodies,N/A,(281) 501-8357,http://yelp.com/biz/center-for-beautiful-bodies-houston,,2621 S Shepherd DrSte 260,Houston,TX,77098,,http://www.centerforbeautifulbodies.com,,
Natural,Cronin Ernest D MD,N/A,(713) 951-0400,http://yelp.com/biz/cronin-ernest-d-md-houston,,1315 St Joseph Pkwy Ste 920,Houston,TX,77002,,http://www.benjamincohen.yourmd.com,,
Natural,Stout Bob E MD,N/A,(281) 649-7000,http://yelp.com/biz/stout-bob-e-md-houston-2,,7777 Southwest Fwy Ste 820,Houston,TX,77074,,http://www.houstonent.com,,
Natural,Murillo Plastic Surgery,N/A,(832) 582-8114,http://yelp.com/biz/murillo-plastic-surgery-houston,,1315 St Joseph PkwySte 1602,Houston,TX,77002,,http://www.houstoncosmetics.com/,,
Natural,Top Houston Surgeon,N/A,(713) 489-1455,http://yelp.com/biz/top-houston-surgeon-houston,,2800 Post Oak BlvdSte 4100,Houston,TX,77056,,http://www.tophoustonsurgeon.com,,
Natural,"Barbara D Marino, MD",N/A,(281) 364-6614,http://yelp.com/biz/barbara-d-marino-md-houston,,102 Vintage Park BlvdSte E,Houston,TX,77070,,http://www.medspa21.com,,
Natural,"Cuong Xuan Nguyen, DO",N/A,(281) 933-1700,http://yelp.com/biz/cuong-xuan-nguyen-do-houston,,9225 Boone Rd,Houston,TX,77099,,http://www.drnguyencosmeticsurgery.com,,
Natural,breast surgery houston,N/A,(713) 465-6198,http://yelp.com/biz/breast-surgery-houston-houston,,915 Gessner RdSte 870,Houston,TX,77024,,http://www.dramjadi.com/,,
Natural,Bodies by Atun,N/A,(281) 232-6700,http://yelp.com/biz/bodies-by-atun-sugar-land,,17510 W Grand Pkwy SSte 500,Sugar Land,TX,77479,,http://www.bodiesbyatun.com,,
Natural,"Richard A. Bartlett, MD",3.5,(617) 735-1800,http://yelp.com/biz/richard-a-bartlett-md-brookline,,77 Pond AveSte 104C,Brookline,MA,2445,,http://www.richardabartlettmd.com,,
Natural,Jeunesse Medspa,N/A,(281) 355-9900,http://yelp.com/biz/jeunesse-medspa-spring,,5061 FM 2920,Spring,TX,77388,,http://www.jeunessemedspa.com/,,
Natural,Center for Aesthetic Surgery,N/A,(817) 503-2442,http://yelp.com/biz/center-for-aesthetic-surgery-colleyville,,75 Main StSte 150,Colleyville,TX,76034,,http://www.centerforaestheticsurgery.com,,
Ad,Manhattan Aesthetic Surgery,5,(917) 703-7069,http://www.yelp.com/biz/manhattan-aesthetic-surgery-new-york-2,,60 E 56th St7th Fl,New York,NY,10022,,http://www.manhattanaestheticsurgery.com,,
Natural,The Dermatology & Plastic Surgery Group,4.5,(212) 884-0444,http://yelp.com/biz/the-dermatology-and-plastic-surgery-group-new-york-2,,200 W 57th StSuite #510,New York,NY,10019,,https://www.dermandplastics.com,,
Natural,West Village Plastic Surgery,5,(646) 725-8447,http://yelp.com/biz/west-village-plastic-surgery-new-york-2,,115 Washington PlaceUnit B,New York,NY,10014,,http://www.westvillageplasticsurgery.com/,,
Natural,Chelsea Skin and Laser,4.5,(212) 675-0549,http://yelp.com/biz/chelsea-skin-and-laser-new-york-2,,245 W 19th St,New York,NY,10011,,http://chelseaskincenter.com/,,
Natural,New Look New Life Surgical Arts,5,(347) 599-0091,http://yelp.com/biz/new-look-new-life-surgical-arts-brooklyn,,71 Carroll Street,Brooklyn,NY,11231,,http://www.newlooknewlife.com/,,
Natural,"William Portnoy, MD",4.5,(212) 366-0848,http://yelp.com/biz/william-portnoy-md-new-york,,160 W 18th St,New York,NY,10011,,http://www.drportnoy.com,,
